,Price,Rooms,Area,Floor,Max_house_floor,Year_built,Link
717,3850000,3,62.8,2,9,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_628m_29et._2218921166
718,5650000,3,63.7,8,10,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_637m_810et._2393152485
719,2800000,1,31.0,2,5,1965,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_25et._2394981811
720,2200000,1,23.4,8,10,2015,https://www.avito.ru/perm/kvartiry/kvartira-studiya_234m_1220et._2367708971
721,3190000,2,56.0,2,3,1959,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_23et._2102100624
722,6600000,3,86.0,14,16,2012,https://www.avito.ru/perm/kvartiry/3-k._kvartira_86m_1416et._2353182016
723,3450000,2,46.9,1,5,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_469m_15et._2385455001
724,6850000,3,86.0,6,10,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_86m_610et._2307917474
725,8000000,3,81.0,6,19,2015,https://www.avito.ru/perm/kvartiry/3-k._kvartira_81m_619et._2375354141
726,4500000,2,62.0,10,10,2001,https://www.avito.ru/perm/kvartiry/2-k._kvartira_62m_1010et._2393247094
727,3090000,2,41.7,3,4,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_417m_34et._2323604959
728,6500000,2,55.5,14,17,2006,https://www.avito.ru/perm/kvartiry/2-k._kvartira_555m_1417et._2386995961
729,4200000,3,63.0,1,9,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_19et._2081114676
730,3940000,3,52.0,4,5,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_52m_45et._2373357166
731,9700000,3,87.7,3,23,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_877m_323et._2283977317
732,3500000,2,43.5,5,5,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_435m_55et._2373615629
733,8500000,2,56.0,3,6,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_36et._2293514657
734,3370000,2,47.0,1,5,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_15et._2366608981
735,2250000,2,45.2,5,5,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_452m_55et._2397489077
736,4569000,3,88.4,5,5,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_884m_55et._2345853856
737,2650000,1,34.4,8,9,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_89et._2329617627
738,4220000,1,53.7,8,9,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_537m_315et._2340328146
739,2900000,2,44.8,4,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_448m_45et._2373170588
740,2200000,1,23.4,8,20,2015,https://www.avito.ru/perm/kvartiry/kvartira-studiya_234m_1220et._2367708971
741,3250000,3,63.0,4,9,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_49et._2357805976
742,6400000,2,71.5,1,19,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_715m_119et._2385022667
743,4000000,1,42.7,2,5,1959,https://www.avito.ru/perm/kvartiry/1-k._kvartira_427m_25et._2382147357
744,2300000,2,25.0,5,5,1983,https://www.avito.ru/perm/kvartiry/2-k._kvartira_25m_55et._2336122340
745,4100000,1,33.8,5,9,2019,https://www.avito.ru/perm/kvartiry/kvartira-studiya_338m_225et._2396702761
746,3559000,1,41.5,9,16,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_415m_916et._2383076388
747,2800000,2,43.9,2,5,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_25et._2390411130
748,6950000,4,83.6,6,10,1988,https://www.avito.ru/perm/kvartiry/4-k._kvartira_836m_610et._2281138446
749,3750000,3,58.9,4,5,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_589m_45et._2392862944
750,5500000,3,63.7,6,9,1988,https://www.avito.ru/perm/kvartiry/3-k._kvartira_637m_69et._2307737738
751,3600000,1,43.9,12,17,2007,https://www.avito.ru/perm/kvartiry/1-k._kvartira_439m_1217et._2377816192
752,4679000,2,54.0,4,10,1998,https://www.avito.ru/perm/kvartiry/2-k._kvartira_54m_410et._2353000184
753,1030000,1,18.6,4,10,1969,https://www.avito.ru/perm/kvartiry/kvartira-studiya_186m_45et._2373801161
754,6390000,3,71.5,4,16,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_715m_416et._2341433363
755,5600000,2,59.1,10,16,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_591m_1016et._2377856978
756,4380000,2,57.6,8,9,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_576m_89et._2357893854
757,3200000,2,45.4,2,5,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_454m_25et._2346053634
758,3900000,3,55.5,1,5,1967,https://www.avito.ru/perm/kvartiry/3-k._kvartira_555m_15et._2168320072
759,2600000,2,46.6,3,5,1955,https://www.avito.ru/perm/kvartiry/2-k._kvartira_466m_35et._2394086681
760,3499999,3,67.8,3,9,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_678m_39et._2362480207
761,3250000,2,45.0,7,9,1982,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_79et._2245720791
762,7000000,2,76.3,1,16,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_763m_116et._2369262514
763,7499000,3,90.0,14,17,2012,https://www.avito.ru/perm/kvartiry/3-k._kvartira_90m_1417et._2361206467
764,3680000,2,43.8,1,5,1972,https://www.avito.ru/perm/kvartiry/2-k._kvartira_438m_15et._2359001747
765,7000000,3,69.0,9,10,2008,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_910et._2248927977
766,5500000,2,66.2,3,16,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_662m_316et._2246866529
767,2600000,2,46.4,5,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_464m_55et._2383672576
768,2800000,1,38.0,4,10,2001,https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_410et._2356139564
769,4350000,2,50.0,9,9,1989,https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_99et._2371377245
770,2200000,1,25.8,9,9,2019,https://www.avito.ru/perm/kvartiry/apartamenty-studiya_258m_1316et._2353336259
771,2140000,2,41.3,1,3,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_413m_13et._2350079171
772,2150000,1,27.4,6,9,1992,https://www.avito.ru/perm/kvartiry/1-k._kvartira_274m_69et._2386640644
773,3500000,2,43.7,5,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_437m_55et._2345890088
774,6600000,3,85.8,6,16,2012,https://www.avito.ru/perm/kvartiry/3-k._kvartira_858m_616et._2392239354
775,3099000,1,35.0,2,10,1988,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_210et._2371878643
776,3050000,1,53.0,1,3,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_53m_13et._2283588937
777,3250000,2,46.4,5,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_464m_55et._2355781633
778,4380000,1,38.6,9,9,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_386m_99et._2348753518
779,4200000,1,44.0,1,3,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_44m_13et._2420950590
780,1500000,2,44.7,2,2,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_447m_22et._2048455594
781,3500000,3,67.0,8,9,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_89et._2397023340
782,2900000,3,46.9,3,5,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_469m_35et._2349730844
783,4580000,2,53.0,4,10,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_410et._2390880756
784,8900000,3,75.0,11,17,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_75m_1117et._2347604046
785,4400000,2,54.4,8,16,1992,https://www.avito.ru/perm/kvartiry/2-k._kvartira_544m_816et._2237609671
786,8800000,3,98.0,6,25,2011,https://www.avito.ru/perm/kvartiry/3-k._kvartira_98m_625et._2358290374
787,3590000,1,30.8,2,5,1964,https://www.avito.ru/perm/kvartiry/1-k._kvartira_308m_25et._2342261910
788,2700000,2,45.7,5,5,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_55et._2383250939
789,9850000,3,79.1,4,9,2010,https://www.avito.ru/perm/kvartiry/3-k._kvartira_791m_49et._2412176739
790,4400000,3,51.7,3,9,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_517m_39et._2341553250
791,6200000,3,57.4,3,4,1940,https://www.avito.ru/perm/kvartiry/3-k._kvartira_574m_34et._2394349575
792,4000000,3,52.7,1,4,1962,https://www.avito.ru/perm/kvartiry/3-k._kvartira_527m_14et._2376552881
793,3300000,1,31.4,1,5,1967,https://www.avito.ru/perm/kvartiry/1-k._kvartira_314m_15et._2335888691
794,5500000,2,69.0,3,16,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_69m_316et._2370544282
795,4500000,3,62.0,2,10,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_210et._2381537383
796,3220000,3,62.8,4,5,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_628m_45et._2381543395
797,2099000,2,30.0,1,5,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_30m_15et._2352411633
798,4260000,2,51.6,7,10,1993,https://www.avito.ru/perm/kvartiry/2-k._kvartira_516m_710et._2394578293
799,2400000,1,29.9,7,9,1983,https://www.avito.ru/perm/kvartiry/1-k._kvartira_299m_79et._2381474618
800,3400000,2,42.5,2,5,1964,https://www.avito.ru/perm/kvartiry/2-k._kvartira_425m_25et._2348088313
801,4200000,2,59.9,4,4,1954,https://www.avito.ru/perm/kvartiry/2-k._kvartira_599m_44et._2368415135
802,5290000,3,76.5,3,4,1960,https://www.avito.ru/perm/kvartiry/3-k._kvartira_765m_34et._2397503320
803,2690000,1,21.2,3,4,2018,https://www.avito.ru/perm/kvartiry/kvartira-studiya_212m_925et._2390584264
804,4327000,3,81.0,5,5,1955,https://www.avito.ru/perm/kvartiry/3-k._kvartira_81m_55et._2281637273
805,4090000,3,53.0,4,9,1975,https://www.avito.ru/perm/kvartiry/3-k._kvartira_53m_49et._2378008594
806,3835000,3,59.6,3,5,1996,https://www.avito.ru/perm/kvartiry/3-k._kvartira_596m_35et._2362707087
807,3390000,2,40.3,2,5,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_403m_25et._2402772926
808,4360000,3,57.1,8,9,1977,https://www.avito.ru/perm/kvartiry/3-k._kvartira_571m_89et._2324453501
809,3800000,3,62.4,8,9,1991,https://www.avito.ru/perm/kvartiry/3-k._kvartira_624m_89et._2353735828
810,3800000,2,48.9,4,5,1993,https://www.avito.ru/perm/kvartiry/2-k._kvartira_489m_45et._2378555273
811,3200000,2,37.0,5,5,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_37m_55et._2388815772
812,5800000,2,62.5,8,16,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_625m_816et._2309533987
813,3550000,1,41.8,5,17,2022,https://www.avito.ru/perm/kvartiry/1-k._kvartira_418m_517et._2385027331
814,3100000,1,45.7,7,10,2014,https://www.avito.ru/perm/kvartiry/1-k._kvartira_457m_710et._2334830682
815,2399999,2,43.8,4,4,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_438m_44et._2386022505
816,1200000,2,23.1,3,5,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_231m_35et._2333325151
817,2800000,2,44.0,2,5,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_25et._2378454394
818,1900000,1,34.5,10,17,2015,https://www.avito.ru/perm/kvartiry/kvartira-studiya_345m_45et._2410383414
819,5600108,3,80.0,1,9,2014,https://www.avito.ru/perm/kvartiry/3-k._kvartira_80m_19et._2344573507
820,4000000,2,44.0,4,9,1977,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_49et._2370376128
821,3800000,1,35.6,2,9,1984,https://www.avito.ru/perm/kvartiry/1-k._kvartira_356m_29et._2341349895
822,3000000,1,35.8,4,4,1958,https://www.avito.ru/perm/kvartiry/1-k._kvartira_358m_44et._2368163508
823,3200000,2,43.9,4,5,1973,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_45et._2381041551
824,5250000,2,61.0,9,19,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_919et._2306665924
825,9500000,3,84.0,3,7,2013,https://www.avito.ru/perm/kvartiry/3-k._kvartira_84m_37et._2150333054
826,720000,1,18.0,2,5,1967,https://www.avito.ru/perm/kvartiry/1-k._kvartira_18m_25et._2401618189
827,6700000,2,58.0,10,16,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_1016et._2410043753
828,4500000,2,52.9,3,9,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_529m_39et._2383144941
829,3500000,2,43.2,2,5,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_432m_25et._2375193897
830,5600000,3,61.0,4,5,1951,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_45et._2277838178
831,3500000,2,44.3,1,5,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_15et._2401314765
832,3500000,2,53.0,3,3,1956,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_33et._2256006291
833,3298000,1,35.0,5,10,1991,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_510et._2421713488
834,4800000,3,67.0,4,9,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_49et._2309632043
835,5150000,3,76.3,2,10,2016,https://www.avito.ru/perm/kvartiry/3-k._kvartira_763m_210et._2391387975
836,2700000,1,33.0,2,5,1993,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_25et._2298016983
837,4500000,1,40.0,2,10,2010,https://www.avito.ru/perm/kvartiry/1-k._kvartira_40m_210et._2371442181
838,4300000,2,53.0,5,9,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_59et._2225515502
839,7800000,2,64.1,6,25,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_641m_625et._1824459527
840,4500000,3,65.7,1,10,1992,https://www.avito.ru/perm/kvartiry/3-k._kvartira_657m_110et._2354828289
841,2600000,2,42.0,2,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_25et._2348966732
842,3250000,2,45.8,3,4,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_458m_34et._2342828960
843,2500000,1,33.3,3,3,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_333m_33et._2141275762
844,2430000,3,58.6,1,5,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_586m_15et._2385162061
845,3500000,2,55.1,12,14,1979,https://www.avito.ru/perm/kvartiry/2-k._kvartira_551m_1214et._2359074054
846,2950000,3,56.0,1,5,1964,https://www.avito.ru/perm/kvartiry/3-k._kvartira_56m_15et._2410527605
847,3990000,2,54.4,1,16,1995,https://www.avito.ru/perm/kvartiry/2-k._kvartira_544m_116et._2358019856
848,3300000,1,33.0,1,6,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_16et._2339922417
849,2370000,1,34.6,3,9,1992,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_39et._2378917663
850,5200000,4,81.0,12,16,1993,https://www.avito.ru/perm/kvartiry/4-k._kvartira_81m_1216et._2361210577
851,4500000,2,42.1,6,16,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_421m_616et._2394971699
852,3600000,1,40.0,8,25,2019,https://www.avito.ru/perm/kvartiry/1-k._kvartira_40m_825et._2382852969
853,4100000,3,75.5,2,9,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_755m_29et._2410747028
854,7300000,3,60.0,13,20,2015,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_1320et._2393675901
855,5100000,2,53.0,9,10,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_910et._2387701623
856,2900000,2,44.6,1,5,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_446m_15et._2397133794
857,7000000,3,71.1,6,23,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_711m_623et._2373743510
858,3750000,2,44.6,2,5,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_446m_25et._2346207411
859,3800000,3,52.6,3,9,1977,https://www.avito.ru/perm/kvartiry/3-k._kvartira_526m_39et._2362825325
860,3700000,1,34.0,3,5,1962,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_35et._2276034459
861,2299999,2,47.4,1,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_474m_15et._2389635056
862,5200000,2,50.4,4,6,1977,https://www.avito.ru/perm/kvartiry/2-k._kvartira_504m_46et._2242138572
863,3300000,2,46.6,5,5,1976,https://www.avito.ru/perm/kvartiry/2-k._kvartira_466m_55et._2351264658
864,2900000,1,34.3,5,9,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_59et._2374951054
865,4200000,3,61.0,5,5,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_55et._2320408624
866,3250000,1,40.0,2,10,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_40m_210et._2358336639
867,3100000,2,44.0,8,9,1979,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_89et._2389318859
868,4200000,1,32.0,2,9,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_29et._2353743056
869,2720000,1,28.9,6,9,1988,https://www.avito.ru/perm/kvartiry/1-k._kvartira_289m_69et._2385654888
870,3200000,2,40.6,5,5,1959,https://www.avito.ru/perm/kvartiry/2-k._kvartira_406m_55et._2391188936
871,3000000,1,41.0,1,17,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_41m_117et._2381753620
872,2000000,2,42.0,2,2,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_22et._2393932316
873,3850000,3,61.0,2,2,1953,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_22et._2338123110
874,3300000,2,43.0,5,5,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_55et._2385739168
875,5000000,2,53.0,2,4,1954,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_24et._2392832728
876,3650000,1,37.3,2,6,2014,https://www.avito.ru/perm/kvartiry/1-k._kvartira_373m_26et._2361523797
877,2150000,1,22.3,4,9,1983,https://www.avito.ru/perm/kvartiry/1-k._kvartira_223m_49et._2385756920
878,8500000,3,77.0,9,10,2000,https://www.avito.ru/perm/kvartiry/3-k._kvartira_77m_910et._2223550524
879,3960000,2,52.0,2,5,1988,https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_25et._2355323262
880,4250000,1,49.7,14,15,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_497m_1415et._2375072637
881,3200000,2,55.0,14,16,2014,https://www.avito.ru/perm/kvartiry/2-k._kvartira_55m_1416et._2319929740
882,5250000,2,50.8,11,19,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_508m_1119et._2276940666
883,4200000,2,45.6,7,9,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_456m_79et._2281216107
884,2950000,2,33.0,1,5,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_33m_15et._2390026773
885,2900000,2,46.5,4,4,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_465m_44et._2363279690
886,4500000,3,62.1,2,5,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_621m_25et._2388013614
887,9800000,3,89.2,9,19,2013,https://www.avito.ru/perm/kvartiry/3-k._kvartira_892m_919et._2277926658
888,3100000,3,62.0,2,5,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_25et._2410649200
889,2900000,2,45.0,4,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2383729672
890,7300000,3,83.6,6,16,2007,https://www.avito.ru/perm/kvartiry/3-k._kvartira_836m_616et._2363938049
891,4761600,3,65.5,9,9,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_655m_99et._2349718744
892,3100000,1,34.3,8,9,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_89et._2389271533
893,2000000,1,30.7,2,5,1961,https://www.avito.ru/perm/kvartiry/1-k._kvartira_307m_25et._2212495934
894,7100000,3,81.8,10,25,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_818m_1025et._2345661323
895,2600000,1,31.0,3,5,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2342692991
896,7900000,2,77.4,7,16,2009,https://www.avito.ru/perm/kvartiry/2-k._kvartira_774m_716et._2335544805
897,8700000,3,63.6,6,6,2019,https://www.avito.ru/perm/kvartiry/3-k._kvartira_636m_66et._2310726099
898,5350000,3,47.2,1,5,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_472m_15et._2383525623
899,5990000,3,66.5,10,10,1988,https://www.avito.ru/perm/kvartiry/3-k._kvartira_665m_1010et._2394591529
900,4200000,3,66.5,10,10,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_665m_1010et._2366665296
901,5500000,2,50.0,2,10,1989,https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_210et._2379640922
902,4680000,2,56.0,4,5,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_45et._2335239570
903,4550000,1,36.6,4,5,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_366m_1325et._2377676627
904,6500000,3,55.0,5,5,1959,https://www.avito.ru/perm/kvartiry/3-k._kvartira_55m_55et._2336997878
905,3900000,2,42.0,3,3,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_33et._2300624713
906,4450000,2,43.1,8,9,1977,https://www.avito.ru/perm/kvartiry/2-k._kvartira_431m_89et._2392457137
907,3590000,1,34.4,8,9,1984,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_89et._2381137308
908,6000000,4,80.0,5,10,1988,https://www.avito.ru/perm/kvartiry/4-k._kvartira_80m_510et._2266845636
909,6100000,3,69.2,5,9,1984,https://www.avito.ru/perm/kvartiry/3-k._kvartira_692m_59et._2345043059
910,4900000,3,60.0,1,10,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_110et._920152494
911,5800000,2,71.0,2,17,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_71m_217et._2319442798
912,6689000,3,70.6,7,25,2018,https://www.avito.ru/perm/kvartiry/3-k._kvartira_706m_725et._2351239672
913,2750000,1,34.4,4,9,1987,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_49et._2383177771
914,4000000,3,66.7,5,10,1993,https://www.avito.ru/perm/kvartiry/3-k._kvartira_667m_510et._2401218553
915,1600000,1,33.0,5,10,2014,https://www.avito.ru/perm/kvartiry/kvartira-studiya_33m_13et._2351905536
916,3399000,1,42.0,5,16,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_516et._2394091237
917,4440000,3,54.5,12,14,1976,https://www.avito.ru/perm/kvartiry/3-k._kvartira_545m_1214et._2245994960
918,3700000,3,62.0,1,5,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_15et._2344502609
919,2060000,1,29.6,1,9,1983,https://www.avito.ru/perm/kvartiry/1-k._kvartira_296m_19et._2342534178
920,3650000,3,60.0,3,9,1972,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_39et._2370053033
921,3150000,1,31.1,3,5,1977,https://www.avito.ru/perm/kvartiry/1-k._kvartira_311m_35et._2367746485
922,3300000,3,75.3,2,3,1956,https://www.avito.ru/perm/kvartiry/3-k._kvartira_753m_23et._2402707389
923,6250000,3,66.9,1,25,2017,https://www.avito.ru/perm/kvartiry/3-k._kvartira_669m_125et._2311998046
924,6910000,3,69.1,14,16,2020,https://www.avito.ru/perm/kvartiry/3-k._kvartira_691m_1416et._2384150428
925,6100000,3,76.5,3,4,1958,https://www.avito.ru/perm/kvartiry/3-k._kvartira_765m_34et._2304236760
926,6300000,2,62.8,11,16,2007,https://www.avito.ru/perm/kvartiry/2-k._kvartira_628m_1116et._2381260830
927,8100000,3,97.3,4,10,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_973m_410et._2393251409
928,3100000,2,53.8,1,9,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_538m_19et._2376907447
929,2400000,1,36.3,2,3,1943,https://www.avito.ru/perm/kvartiry/1-k._kvartira_363m_23et._2341363958
930,3900000,3,60.0,4,9,1975,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_49et._2341077415
931,1900000,1,34.0,4,5,1992,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_45et._2322884276
932,3200000,2,43.3,1,9,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_19et._2361173468
933,7800000,3,95.0,4,16,2017,https://www.avito.ru/perm/kvartiry/3-k._kvartira_95m_416et._2410344283
934,1800000,2,48.8,1,3,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_488m_13et._2373976246
935,5700000,1,42.0,14,16,2013,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_1416et._2225707792
936,4500000,4,60.2,2,5,1970,https://www.avito.ru/perm/kvartiry/4-k._kvartira_602m_25et._2317706950
937,3500000,2,42.8,1,2,1959,https://www.avito.ru/perm/kvartiry/2-k._kvartira_428m_12et._2376566896
938,6700000,2,70.4,7,25,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_704m_725et._2382348339
939,5200000,1,40.3,11,25,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_403m_1125et._2401016859
940,3990000,4,79.6,3,5,1985,https://www.avito.ru/perm/kvartiry/4-k._kvartira_796m_35et._2316917184
941,4590000,1,40.0,8,19,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_40m_819et._2388080704
942,2950000,2,46.3,2,3,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_463m_23et._2309432497
943,5400000,1,42.0,10,16,1987,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_1016et._2382174450
944,6450000,2,65.3,13,16,2005,https://www.avito.ru/perm/kvartiry/2-k._kvartira_653m_1316et._2292244531
945,3600000,2,44.5,3,4,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_445m_34et._2397198127
946,1350000,1,15.0,4,5,1976,https://www.avito.ru/perm/kvartiry/kvartira-studiya_15m_35et._2277866999
947,2500000,3,51.0,2,2,1971,https://www.avito.ru/perm/kvartiry/3-k._kvartira_51m_22et._2222132876
948,5850000,4,84.6,2,9,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_846m_29et._2390290990
949,3200000,2,42.8,5,5,1970,https://www.avito.ru/perm/kvartiry/2-k._kvartira_428m_55et._2353073044
950,3490000,3,60.4,9,10,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_604m_910et._2389774021
951,6350000,2,62.0,3,25,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_62m_325et._2341842126
952,7237000,3,80.0,3,25,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_80m_325et._2378136542
953,1100000,2,30.0,1,5,1973,https://www.avito.ru/perm/kvartiry/2-k._kvartira_30m_15et._2334684630
954,1280000,1,31.0,5,5,1973,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2373780513
955,5800000,1,65.4,2,6,2001,https://www.avito.ru/perm/kvartiry/1-k._kvartira_654m_26et._2250140824
956,3300000,2,44.9,5,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_55et._2380899499
